pkamat	WOS:000260923400024	10.1021/jp805878c
pkamat	WOS:000259874100009	10.1016/j.jelechem.2007.09.037
pkamat	WOS:000255020000013	10.1143/JJAP.47.1223
pkamat	WOS:000257861900026	10.1021/nn800251f
pkamat	WOS:000257507400009	10.1021/ja802810c
pkamat	WOS:000256780100032	10.1016/j.jphotochem.2008.01.016
pkamat	WOS:000255108700050	10.1021/jp7107472
pkamat	WOS:000254710800006	10.1021/jp800977b
pkamat	WOS:000254173600062	10.1021/ja0782706
pkamat	WOS:000252012200008	10.1021/nn700036f
pkamat	WOS:000252047600040	10.1021/cm7018668
pkamat	WOS:000250039700006	10.1080/15421400701545239
pkamat	WOS:000250647000077	10.1021/jp074995k
pkamat	WOS:000250394200032	10.1002/adma.200602773
pkamat	WOS:000249885300016	10.1039/b706678c
pkamat	WOS:000248658000019	10.1021/jp072165y
pkamat	WOS:000247599300004	10.1021/jp0726541
pkamat	WOS:000246396600011	10.1039/b616224j
pkamat	WOS:000247214800032	10.1021/jp070701j
pkamat	WOS:000246071800040	10.1021/la0636816
pkamat	WOS:000245723800014	10.1021/ja070099a
pkamat	WOS:000242825400042	10.1021/jp064845u
pkamat	WOS:000244867400024	10.1021/nl0627238
pkamat	WOS:000245005800005	10.1021/jp066952u
pkamat	WOS:000244993800071	10.1021/jp0665022
pkamat	WOS:000244337900006	10.1002/asia.200600358
pkamat	WOS:000243222800016	10.1016/S1748-0132(06)70113-X
pkamat	WOS:000238125904040	
pkamat	WOS:000241381600004	10.1021/jp064878+
pkamat	WOS:000239818000007	10.1021/jp064054s
pkamat	WOS:000239818000004	10.1021/jp063651b
pkamat	WOS:000238973100008	10.1021/nl060199z
pkamat	WOS:000239181300001	10.1002/adma.200600366
pkamat	WOS:000447600004607	
pkamat	WOS:000447600003833	
pkamat	WOS:000447581500025	10.1021/acsenergylett.8b01677
pkamat	WOS:000445900800001	10.1007/s12039-018-1549-6
pkamat	WOS:000445052900017	10.1021/acsenergylett.8b01443
pkamat	WOS:000445052900034	10.1021/acsenergylett.8b01450
pkamat	WOS:000448751700009	10.1021/acs.jpclett.8b02690
pkamat	WOS:000439083100047	10.1021/acsenergylett.8b01088
pkamat	WOS:000438178900012	10.1021/acs.jpcc.8b03001
pkamat	WOS:000437811500077	10.1021/acs.jpcc.8b01012
pkamat	WOS:000438653300004	10.1021/acs.chemmater.8b01521
pkamat	WOS:000435539900026	
pkamat	WOS:000435539903426	
pkamat	WOS:000439532000038	10.1021/jacs.8b04803
pkamat	WOS:000435159000025	10.1021/acsenergylett.8b00792
pkamat	WOS:000435159000034	10.1021/acsenergylett.8b00721
pkamat	WOS:000432475503360	
pkamat	WOS:000432475504710	
pkamat	WOS:000432475504682	
pkamat	WOS:000431905705457	
pkamat	WOS:000431905705164	
pkamat	WOS:000431905700706	
pkamat	WOS:000431903805655	
pkamat	WOS:000431903805183	
pkamat	WOS:000431905706674	
pkamat	WOS:000432478200008	10.1021/acsenergylett.8b00539
pkamat	WOS:000431460203790	
pkamat	WOS:000430568507023	
pkamat	WOS:000430568502613	
pkamat	WOS:000430537000021	10.1039/C7EE03654J
pkamat	WOS:000430369600014	10.1021/acsenergylett.8b00070
pkamat	WOS:000430369600039	10.1021/acsenergylett.8b00380
pkamat	WOS:000429556700538	
pkamat	WOS:000427444300018	10.1021/acsenergylett.8b00196
pkamat	WOS:000427444300030	10.1021/acsenergylett.8b00278
pkamat	WOS:000425840500002	10.1021/acs.chemmater.7b04321
pkamat	WOS:000425560900023	10.1021/acsenergylett.8b00061
pkamat	WOS:000422814500037	10.1021/acsenergylett.7b01187
pkamat	WOS:000422814500005	10.1021/acsenergylett.7b01134
pkamat	WOS:000422814500031	10.1021/acsenergylett.7b01151
pkamat	WOS:000422814500028	10.1021/acsenergylett.7b01289
pkamat	WOS:000419999400007	10.1021/acs.chemmater.7b04142
pkamat	WOS:000419947100001	10.1038/s41467-017-02224-6
pkamat	WOS:000422813300022	10.1021/jacs.7b10958
pkamat	WOS:000417888400013	10.1021/acsenergylett.7b01059
pkamat	WOS:000416877400020	10.1021/acs.chemmater.7b03751
pkamat	WOS:000415911600001	10.1021/acs.chemmater.7b04336
pkamat	WOS:000415914100006	10.1021/acsenergylett.7b00979
pkamat	WOS:000411183304387	
pkamat	WOS:000411183303736	
pkamat	WOS:000411043600055	10.1021/acsami.7b07893
pkamat	WOS:000410600500030	10.1021/acsenergylett.7b00746
pkamat	WOS:000408598600013	10.1021/acs.jpcc.7b05207
pkamat	WOS:000407771500022	10.1021/acsenergylett.7b00589
pkamat	WOS:000407771500005	10.1021/acsenergylett.7b00566
pkamat	WOS:000406948000006	10.1038/s41467-017-00284-2
pkamat	WOS:000405979900016	10.1021/acsenergylett.7h00483
pkamat	WOS:000405979900028	10.1021/acsenergylett.7b00523
pkamat	WOS:000405979900025	10.1021/acsenergylett.7b00524
pkamat	WOS:000405979900006	10.1021/acsenergylett.7b00357
pkamat	WOS:000412717600002	10.1021/acsami.6b14604
pkamat	WOS:000403303500016	10.1021/acsenergylett.7b00216
pkamat	WOS:000403303500017	10.1021/acsenergylett.7b00361
pkamat	WOS:000402072100076	10.1039/c7cp01896g
pkamat	WOS:000401500200025	10.1021/acsenergylett.7b00329
pkamat	WOS:000399636600026	10.1021/acsenergylett.7b00246
pkamat	WOS:000399636600029	10.1021/acsenergylett.7b002S6
