bunker	WOS:000262016000019	10.1021/es071011w
bunker	WOS:000257468300001	10.1021/la800500c
bunker	WOS:000255720100001	10.1016/j.chemgeo.2008.01.001
bunker	WOS:000246190500026	10.1021/jp065687+
bunker	WOS:000243086600007	10.1021/la0615793
bunker	WOS:000238125903400	
bunker	WOS:000238973100008	10.1021/nl060199z
bunker	WOS:000437744600008	10.1107/S1600577518006021
bunker	WOS:000437744600003	10.1107/S1600577518003752
bunker	WOS:000412152500009	10.1016/j.jcis.2017.08.040
bunker	WOS:000403631600084	10.1021/acs.nanolett.7b01464
bunker	WOS:000391783200044	10.1021/acscatal.6b02552
bunker	WOS:000384399300057	10.1021/acsnano.6b03963
bunker	WOS:000346638000004	10.1016/j.colsurfa.2014.10.0409
bunker	WOS:000342856800033	10.1021/ic501222n
bunker	WOS:000335432800012	10.1021/jz500481v
bunker	WOS:000324621808176	
bunker	WOS:000320097400022	10.1021/es305258p
bunker	WOS:000316846700017	10.1021/nn303998k
bunker	WOS:000315018500005	10.1021/cm3023506
bunker	WOS:000311521900070	10.1021/am301836p
bunker	WOS:000304202900004	10.1016/j.gca.2012.03.023
bunker	WOS:000303616700027	10.1016/j.carbon.2012.02.058
bunker	WOS:000303677400007	10.1016/j.gca.2012.02.030
bunker	WOS:000208189302652	
bunker	WOS:000299944200003	10.1002/adma.201103340
bunker	WOS:000207781605311	
bunker	WOS:000289854700009	10.1149/1.3561427
bunker	WOS:000290188400045	10.1016/j.jcis.2011.02.063
bunker	WOS:000289742500039	10.1021/la2001305
bunker	WOS:000207722801817	
bunker	WOS:000293087500017	10.1016/j.gca.2011.02.030
bunker	WOS:000283941401582	
bunker	WOS:000287048900034	10.1021/la1041458
bunker	WOS:000284454400031	10.1021/am1006595
bunker	WOS:000284133800018	10.1021/cm102155m
bunker	WOS:000282607900069	10.1016/j.matchemphys.2010.06.047
bunker	WOS:000280614900008	10.1016/j.chemgeo.2010.05.009
bunker	WOS:000279413900003	10.1016/j.gca.2010.02.019
bunker	WOS:000271775105083	
bunker	WOS:000270256304847	
bunker	WOS:000275825700029	10.1021/am9007903
bunker	WOS:000270116000005	10.1039/b916666a
bunker	WOS:000268478700042	10.1021/jp901309y
bunker	WOS:000267876200001	10.1016/j.gca.2008.11.032
bunker	WOS:000265618700030	10.1021/nn900037k
bunker	WOS:000261937300022	10.1002/adma.200801291
bunker	WOS:000261164500001	10.1016/j.mser.2008.06.001
bunker	WOS:000208803900016	10.1080/00150199308008703
