jbrown33	WOS:000260766300001	10.1007/s10552-008-9176-z
jbrown33	WOS:000259893300005	10.1016/j.ibmb.2008.07.004
jbrown33	WOS:000258533500007	10.1179/his.2007.30.2.123
jbrown33	WOS:000257578600001	10.1093/nar/gkn309
jbrown33	WOS:000257167600188	10.1107/S1600536808017418
jbrown33	WOS:000256232000052	10.1074/jbc.M800310200
jbrown33	WOS:000255450400005	10.1002/nau.20516
jbrown33	WOS:000255763201574	
jbrown33	WOS:000254714700024	10.1093/nar/gkn004
jbrown33	WOS:000254842400029	10.1016/j.urology.2007.10.062
jbrown33	WOS:000250758201403	
jbrown33	WOS:000248283700010	10.1080/07315724.2007.10719610
jbrown33	WOS:000246370200118	
jbrown33	WOS:000245508200004	10.1016/j.jmb.2007.01.069
jbrown33	WOS:000246399800002	10.1111/j.1365-2583.2007.00724.x
jbrown33	WOS:000242343900021	
jbrown33	WOS:000243561500006	10.1016/j.jmb.2006.10.008
jbrown33	WOS:000240528300004	10.1111/j.1525-1403.2006.00069.x
jbrown33	WOS:000202990001325	
jbrown33	WOS:000447772500365	10.1016/j.jamcollsurg.2018.08.414
jbrown33	WOS:000447523100085	
jbrown33	WOS:000447155900001	10.1089/jwh.2017.6599
jbrown33	WOS:000442916002257	10.1200/JCO.2018.36.15_suppl.5563
jbrown33	WOS:000442916004032	10.1200/JCO.2018.36.15_suppl.12017
jbrown33	WOS:000444372200042	10.3791/57241
jbrown33	WOS:000430568501463	
jbrown33	WOS:000436222600017	10.1016/j.actbio.2018.02.009
jbrown33	WOS:000429242000001	
jbrown33	WOS:000434155300019	10.1044/2018_AJSLP-17-0108
jbrown33	WOS:000428518900008	10.1038/s41598-018-23608-8
jbrown33	WOS:000427737200097	10.21037/jtd.2018.01.99
jbrown33	WOS:000434154300016	10.1044/2017_AJSLP-16-0190
jbrown33	WOS:000425510700003	10.1128/IAI.00662-17
jbrown33	WOS:000430710400002	10.1210/en.2017-00653
jbrown33	WOS:000425574000008	10.1016/j.addbeh.2017.12.002
jbrown33	WOS:000424498700010	10.1038/bjc.2017.376
jbrown33	WOS:000419562500134	10.18632/oncotarget.22303
jbrown33	WOS:000415220100563	10.1249/01.mss.0000477704.01005.7e
jbrown33	WOS:000414071200611	
jbrown33	WOS:000414071200173	10.1249/01.mss.0000476564.08544.44
jbrown33	WOS:000415220100009	10.1249/01.mss.0000517596.63003.d1
jbrown33	WOS:000415220100010	10.1249/01.mss.0000517597.40132.d7
jbrown33	WOS:000415215700336	10.1249/01.mss.0000518735.27186.23
jbrown33	WOS:000415214600010	10.1249/01.mss.0000517597.40132.d7
jbrown33	WOS:000415214600009	10.1249/01.mss.0000517596.63003.d1
jbrown33	WOS:000413842900580	10.1249/01.mss.0000517431.48845.e8
jbrown33	WOS:000415921200005	10.1080/17512433.2017.1371591
jbrown33	WOS:000413293600019	10.3233/NRE-162065
jbrown33	WOS:000411895701022	10.1200/JCO.2017.35.15_suppl.TPS591
jbrown33	WOS:000410950900005	10.1017/ice.2017.179
jbrown33	WOS:000408767900005	10.1080/02687038.2016.1274872
jbrown33	WOS:000407750400768	
jbrown33	WOS:000411812300011	10.1044/2017_AJSLP-16-0092
jbrown33	WOS:000412620500005	10.1016/j.jcomdis.2017.07.001
jbrown33	WOS:000407406900006	10.1016/j.currproblcancer.2017.05.002
jbrown33	WOS:000412620500002	10.1016/j.jcomdis.2017.06.006
jbrown33	WOS:000406734000392	
jbrown33	WOS:000404665403193	10.1200/JCO.2016.34.15_suppl.TPS2594
jbrown33	WOS:000404510400011	10.1371/journal.pbio.2001644
jbrown33	WOS:000404665403103	10.1200/JCO.2016.34.15_suppl.2504
jbrown33	WOS:000407028800021	10.1044/2016_AJSLP-16-0024
jbrown33	WOS:000399953300003	10.1002/admt.201600243
jbrown33	WOS:000398396800093	10.1097/01.qai.0000479594.51216.31
jbrown33	WOS:000395755800003	10.1126/scitranslmed.aaf9044
jbrown33	WOS:000393893700009	
jbrown33	WOS:000397547700007	10.1016/j.pharmthera.2016.12.001
jbrown33	WOS:000395763400003	10.1055/s-0037-1599084
