sdatta	WOS:000259634900033	
sdatta	WOS:000259573400015	10.1109/LED.2008.2002073
sdatta	WOS:000254225800003	10.1109/LED.2008.917933
sdatta	WOS:000250615400017	10.1038/nmat2014
sdatta	WOS:000247378600069	10.1016/j.mee.2007.04.112
sdatta	WOS:000250619100017	10.1038/sj.embor.7401087
sdatta	WOS:000249942100003	10.1109/LED.2007.906083
sdatta	WOS:000248315400006	10.1109/LED.2007.902078
sdatta	WOS:000238758300004	
sdatta	WOS:000451255200039	10.1109/TED.2018.2875661
sdatta	WOS:000448539100008	10.1109/LED.2018.2872347
sdatta	WOS:000446820600007	10.1063/1.5044185
sdatta	WOS:000442640300001	10.1088/1361-6463/aad6f8
sdatta	WOS:000442357000045	10.1109/TED.2018.2852679
sdatta	WOS:000432462200060	10.1109/TED.2018.2829122
sdatta	WOS:000432462200091	10.1109/TED.2018.2829348
sdatta	WOS:000430909400002	10.1109/JEDS.2017.2769682
sdatta	WOS:000429789700003	10.1038/s41598-018-23427-x
sdatta	WOS:000433260300002	10.1039/c8nr01540f
sdatta	WOS:000429180400004	10.3389/fnins.2018.00210
sdatta	WOS:000427516000032	10.1063/1.5016152
sdatta	WOS:000424080800027	10.1109/LED.2017.2782261
sdatta	WOS:000419202600001	10.1088/2053-1583/aaa.104
sdatta	WOS:000418874200035	10.1109/LED.2017.2771812
sdatta	WOS:000413962000008	10.1109/TCSI.2017.2702741
sdatta	WOS:000413728700056	10.1109/TED.2017.2742957
sdatta	WOS:000410447800001	10.1088/1361-6528/aa882f
sdatta	WOS:000406268900059	10.1109/TED.2017.2716338
sdatta	WOS:000406268900007	10.1109/TED.2017.2717929
sdatta	WOS:000403452900040	10.1109/TED.2017.2707664
sdatta	WOS:000403326400007	10.1515/nanoph-2016-0144
sdatta	WOS:000401307100071	10.1021/acsami.7b01618
sdatta	WOS:000399530600008	10.1038/s41598-017-00825-1
sdatta	WOS:000398858800026	10.1109/TVLSI.2016.2639533
sdatta	WOS:000398818400012	10.1109/TED.2017.2670660
sdatta	WOS:000398224900004	10.1557/mrc.2017.2
sdatta	WOS:000396404500062	10.1109/TNS.2016.2637923
sdatta	WOS:000396056700092	10.1109/TED.2017.2650598
sdatta	WOS:000396056700091	10.1109/TED.2016.2642884
sdatta	WOS:000390562800023	10.1109/MCE.2016.2614422
sdatta	WOS:000389338300004	10.1109/TCSI.2016.2614698
sdatta	WOS:000389338300013	10.1109/TCSI.2016.2620475
sdatta	WOS:000389342200022	10.1109/TED.2016.2621125
sdatta	WOS:000386377000011	10.1038/NMAT4742
sdatta	WOS:000384809800001	10.1002/adfm.201601890
sdatta	WOS:000384563500016	10.1145/2898998
sdatta	WOS:000381421500008	10.1145/2914790
sdatta	WOS:000379161100049	10.1063/1.4946830
sdatta	WOS:000379163800020	10.1063/1.4954794
sdatta	WOS:000380029700027	10.1109/TVLSI.2015.2506780
sdatta	WOS:000380029700025	10.1109/TVLSI.2015.2500160
sdatta	WOS:000379934100030	10.1109/LED.2016.2558149
sdatta	WOS:000376825800043	10.1021/acsami.6b03501
sdatta	WOS:000375004500037	10.1109/TED.2016.2544813
sdatta	WOS:000367732600059	10.1109/TNS.2015.2498905
sdatta	WOS:000365206300011	10.1109/TVLSI.2014.2386331
sdatta	WOS:000363781900023	10.1063/1.4932123
sdatta	WOS:000362040700008	10.1109/TCSI.2015.2452332
sdatta	WOS:000360341700001	10.1038/ncomms8812
sdatta	WOS:000357171600015	10.1038/ncomms8311
sdatta	WOS:000355405800003	10.1109/TED.2015.2406333
sdatta	WOS:000350332000053	10.1109/TED.2015.2395252
sdatta	WOS:000351188000064	10.1021/nl504662b
sdatta	WOS:000350329900024	
sdatta	WOS:000349940500097	10.1021/nn507048d
sdatta	WOS:000349613600043	10.1063/1.4906783
